0.942899402;-0.11628834;-0.175770649;-0.374743443;0.606287336;-0.399453244;-0.306256778;0.482803023;-0.061857544;-0.112469724
-0.236745209;0.524190793;0.238043466;-0.345115358;-0.032750474;0.811852063;-0.933804258;0.716064961;-0.408101597;-0.768008316
0.74694229;-0.458248221;0.265558438;-0.554801607;0.263379026;-0.008404057;-0.595704387;-0.235806338;-0.051393565;0.24413774
-0.318176407;-0.780367556;-0.171699189;0.991470501;-0.94562704;-0.604765605;-0.731808617;-0.565459512;-0.637037039;0.95341841
0.197976207;-0.061283538;-0.080582364;0.83772657;-0.525078011;-0.032210129;0.066622034;-0.513659242;0.943795281;-0.095428167
-0.397385393;-0.420289771;-0.806758413;0.856793192;-0.861371852;0.577299637;0.6188403;-0.831906561;-0.897468652;-0.486927625
0.881089565;0.96907235;-0.086473371;0.831171429;0.630315209;-0.908945485;0.164653201;-0.883918032;-0.598289533;-0.366827609
-0.205829483;-0.875338547;-0.500290715;0.676708475;-0.936836655;0.019211682;-0.470832845;-0.310206503;-0.644781044;-0.615648388
-0.941699629;-0.658556101;0.446108679;0.211444909;-0.523171369;0.315381891;-0.318778162;0.553300093;-0.251123425;0.259616648
-0.763660256;-0.83478836;0.927798009;0.572504848;-0.444293733;-0.213711019;-0.248812392;-0.083837991;-0.566739733;-0.404711477
-0.669810151;0.099780935;-0.594494244;-0.233412753;-0.060296232;0.279114966;-0.797068552;-0.820857862;0.282821096;-0.430283652
-0.607792714;-0.35334835;-0.667180999;-0.710461479;-0.870974211;-0.583979161;-0.966148075;-0.656051236;0.517076744;0.986272369
-0.117857668;-0.483149685;-0.176580544;-0.529603081;0.317288054;-0.475105331;-0.413455946;-0.764207284;-0.389555795;-0.32400653
-0.211665368;-0.844085639;-0.300766849;-0.347896896;-0.261756843;-0.394936228;0.470113158;-0.18847145;0.554086854;-0.703149477
0.217316049;-0.244522879;-0.316628736;-0.320438691;-0.511940571;-0.720900482;0.696345784;-0.004770946;-0.99529096;-0.348724453
